,country,issue_country,year,chart_survival,Streams,country_language,issue_country_language,common_language,dist_social,country_iso3,issue_country_iso3,dist_cultural,dist_geo,dist_eco,home_bias
150,AR,KR,2017,15,298972,"['es', 'gn']",['ko'],0,0.0029154518950437317,ARG,KOR,4.967566428464781,19447.348,173.93644144815215,0
151,AR,KR,2018,1,19016,"['es', 'gn']",['ko'],0,0.0029154518950437317,ARG,KOR,4.967566428464781,19447.348,223.87644769526602,0
152,AR,KR,2019,48,1329931,"['es', 'gn']",['ko'],0,0.0029154518950437317,ARG,KOR,4.967566428464781,19447.348,341.33949520545997,0
153,AR,KR,2020,177,5967947,"['es', 'gn']",['ko'],0,0.0029154518950437317,ARG,KOR,4.967566428464781,19447.348,462.1197934387005,0
154,AR,KR,2021,2,63980,"['es', 'gn']",['ko'],0,0.0029154518950437317,ARG,KOR,4.967566428464781,19447.348,476.09921308709835,0
155,AR,MX,2017,1886,77663150,"['es', 'gn']",['es'],1,0.00018031013342949875,ARG,MEX,2.961379133885946,7397.651,16.854502876197618,0
156,AR,MX,2018,2142,163491391,"['es', 'gn']",['es'],1,0.00018031013342949875,ARG,MEX,2.961379133885946,7397.651,111.65672618754425,0
157,AR,MX,2019,2128,92206600,"['es', 'gn']",['es'],1,0.00018031013342949875,ARG,MEX,2.961379133885946,7397.651,19.25788114071676,0
158,AR,MX,2020,964,45900457,"['es', 'gn']",['es'],1,0.00018031013342949875,ARG,MEX,2.961379133885946,7397.651,216.5503199662371,0
159,AR,MX,2021,574,21376504,"['es', 'gn']",['es'],1,0.00018031013342949875,ARG,MEX,2.961379133885946,7397.651,227.54664489824643,0
160,AR,NL,2017,724,16831758,"['es', 'gn']",['nl'],0,0.0008216926869350862,ARG,NLD,4.158770262637806,11466.749,356.258739176614,0
161,AR,NL,2018,29,533495,"['es', 'gn']",['nl'],0,0.0008216926869350862,ARG,NLD,4.158770262637806,11466.749,357.41142389040226,0
162,AR,NL,2020,7,192237,"['es', 'gn']",['nl'],0,0.0008216926869350862,ARG,NLD,4.158770262637806,11466.749,394.86357698278016,0
163,AR,NL,2021,78,2393446,"['es', 'gn']",['nl'],0,0.0008216926869350862,ARG,NLD,4.158770262637806,11466.749,522.0871198080492,0
164,AR,NO,2017,137,1733727,"['es', 'gn']","['no', 'nb', 'nn']",0,0.0012468827930174563,ARG,NOR,3.6284431476287056,12270.738,533.1512483513609,0
165,AR,NZ,2021,1,40621,"['es', 'gn']","['en', 'mi']",0,0.00036656891495601173,ARG,NZL,3.129292496424651,9729.112,1204.028483128885,0
166,AR,PE,2017,2,25420,"['es', 'gn']",['es'],1,8.687342541916427e-05,ARG,PER,2.0600874178424937,3133.925,130.24914785350586,0
167,AR,RU,2019,17,361261,"['es', 'gn']",['ru'],0,,ARG,RUS,4.928247903874802,13505.355,271.180047709328,0
168,AR,RU,2020,282,15740088,"['es', 'gn']",['ru'],0,,ARG,RUS,4.928247903874802,13505.355,513.3143264295893,0
169,AR,RU,2021,29,837869,"['es', 'gn']",['ru'],0,,ARG,RUS,4.928247903874802,13505.355,725.4963879703894,0
170,AR,SE,2017,318,9604995,"['es', 'gn']",['sv'],0,0.000945179584120983,ARG,SWE,4.7996792973947136,12585.029,261.97903400796724,0
171,AR,SE,2018,142,4474985,"['es', 'gn']",['sv'],0,0.000945179584120983,ARG,SWE,4.7996792973947136,12585.029,229.19861201474686,0
172,AR,SE,2019,104,3207702,"['es', 'gn']",['sv'],0,0.000945179584120983,ARG,SWE,4.7996792973947136,12585.029,404.74809941351845,0
173,AR,US,2017,35619,1621112770,"['es', 'gn']",['en'],0,0.0006720430107526882,ARG,USA,3.119463004090673,8403.226,73.84965810355969,0
174,AR,US,2018,42735,2000682019,"['es', 'gn']",['en'],0,0.0006720430107526882,ARG,USA,3.119463004090673,8403.226,72.63792336669007,0
175,AR,US,2019,47425,2942196322,"['es', 'gn']",['en'],0,0.0006720430107526882,ARG,USA,3.119463004090673,8403.226,63.80567938860348,0
176,AR,US,2020,49208,3277861903,"['es', 'gn']",['en'],0,0.0006720430107526882,ARG,USA,3.119463004090673,8403.226,98.45914669934437,0
177,AR,US,2021,21885,1726291539,"['es', 'gn']",['en'],0,0.0006720430107526882,ARG,USA,3.119463004090673,8403.226,,0
178,AR,UY,2017,2630,82509774,"['es', 'gn']",['es'],1,1.605059146429546e-05,ARG,URY,1.5931239789661293,215.075,39.42449179160128,0
179,AR,UY,2018,983,20498444,"['es', 'gn']",['es'],1,1.605059146429546e-05,ARG,URY,1.5931239789661293,215.075,42.81197009436266,0
180,AR,UY,2019,733,18841988,"['es', 'gn']",['es'],1,1.605059146429546e-05,ARG,URY,1.5931239789661293,215.075,40.72925746770567,0
